price,price_per_sqft,area,bedrooms,floor_number,is_floor_availabe,area_type,is_area_type_availabe,property_age,is_property_age_availabe,bathroom,property_type,locality
5.8,50086,1158,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Powai
2.85,33529,850,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Ghatkopar 
2.44,40000,610,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Ghatkopar 
4.1,41000,1000,3,middle_floor,1,Super Built-up Area,1,new_property,1,3,flat,Ghatkopar 
6.5,36111,1800,4,higher_floor,1,Super Built-up Area,1,moderately_new,1,4,flat,Ghatkopar 
5.3,40769,1300,3,higher_floor,1,Not Specified,0,not_specify,0,3,flat,Garodia Nagar
2.8,35897,780,2,middle_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
3.5,29166,1200,3,middle_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Ghatkopar 
4.35,33461,1300,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Garodia Nagar
2.79,32823,850,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
2.75,34375,800,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
2.25,30000,750,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
3.3,33000,1000,3,lower_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
1.4,28571,490,1,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Sindhi Society Chembur
3.21,33789,950,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Ghatla
3.25,21609,1504,3,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chandivali
4.75,50531,940,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sion 
1.78,18619,956,2,higher_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Bhandup 
1.95,21763,896,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Bhandup 
2.5,23809,1050,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Tilak nagar
2.5,22727,1100,2,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chembur 
1.65,29359,562,1,higher_floor,1,Super Built-up Area,1,new_property,1,1,flat,Vikhroli 
4.85,35144,1380,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Vikhroli 
1.8,31971,563,1,middle_floor,1,Super Built-up Area,1,not_specify,0,1,flat,Vikhroli 
2,36900,542,1,Not Specified,0,Super Built-up Area,1,not_specify,0,1,flat,Vikhroli 
4.1,37003,1108,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Chembur
2.99,20620,1450,3,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Chandivali
1.55,23484,660,1,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chandivali
2.6,31325,830,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Ghatkopar 
4.25,34836,1220,3,higher_floor,1,Built-up Area,1,new_property,1,3,flat,Powai
3.2,32128,996,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Pirojshanagar
3.25,30952,1050,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Pirojshanagar
3.15,37769,834,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Ghatkopar 
2.55,38230,667,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Ghatkopar 
2.95,38261,771,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Ghatkopar 
5.28,41640,1268,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Chembur 
5.25,41403,1268,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Chembur 
2.85,36964,771,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Ghatkopar 
2.69,20692,1300,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chandivali
2.75,37313,900,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Ghatkopar 
3.55,36113,983,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Ghatkopar 
1.55,23846,650,1,lower_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chandivali
3.55,29098,1220,3,middle_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Ghatkopar 
2.37,20378,1163,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Tilak nagar
3.06,26608,1150,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chandivali
2.73,34469,792,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur
2.75,26960,1020,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Powai
2.15,20673,1040,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chandivali
2.7,36000,750,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur 
2,28571,700,2,higher_floor,1,Carpet Area,1,moderately_new,1,2,flat,Chembur 
2.09,20713,1009,2,middle_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chandivali
1.8,26277,685,2,middle_floor,1,Carpet Area,1,moderately_new,1,2,flat,Ghatkopar 
3.1,34444,900,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur 
3.3,38823,850,3,Not Specified,0,Carpet Area,1,new_property,1,3,flat,Sindhi Society Chembur
2.8,35897,1300,2,middle_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chembur 
5,34482,1450,4,middle_floor,1,Carpet Area,1,new_property,1,4,flat,Ghatkopar 
3.7,32173,1150,3,middle_floor,1,Carpet Area,1,moderately_new,1,3,flat,Chembur 
5,40000,1250,3,lower_floor,1,Carpet Area,1,new_property,1,3,flat,Chembur 
4.55,30743,1480,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Mulund
2.2,29451,747,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur 
3.05,29075,1049,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Mulund
1.2,28571,420,1,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Ghatkopar 
3.6,33364,1079,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Pirojshanagar
3.15,30882,1020,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Pirojshanagar
11.5,46000,2500,4,higher_floor,1,Built-up Area,1,not_specify,0,4,flat,Powai
2.7,25116,1075,3,Not Specified,0,Carpet Area,1,not_specify,0,4,flat,Mulund
3.85,25666,1500,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Chembur 
6,29850,2010,3,higher_floor,1,Built-up Area,1,new_property,1,3,flat,Powai
3.15,31979,985,2,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Powai
1.8,27692,650,2,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Chembur
3.12,27130,1150,2,higher_floor,1,Built-up Area,1,not_specify,0,2,flat,Powai
1.78,41491,650,1,higher_floor,1,Not Specified,0,not_specify,0,2,flat,Powai
3.5,29166,1200,3,middle_floor,1,Carpet Area,1,moderately_new,1,3,flat,Chembur 
2.88,20839,1382,3,middle_floor,1,Super Built-up Area,1,new_property,1,3,flat,Tilak nagar
2.75,31428,875,3,middle_floor,1,Carpet Area,1,not_specify,0,3,flat,Garodia Nagar
2.37,18779,1262,3,middle_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Tilak nagar
2.3,20000,1150,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Tilak nagar
4.45,24054,1850,3,higher_floor,1,Built-up Area,1,not_specify,0,3,flat,Powai
4.33,29276,1479,3,Not Specified,0,Super Built-up Area,1,not_specify,0,3,flat,Ghatkopar 
1.95,25161,775,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Kanjurmarg 
2.4,30000,800,3,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Swastik Park
7.25,40210,1803,4,Not Specified,0,Not Specified,0,not_specify,0,6,flat,Union Park
2.3,25136,1382,3,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
7.7,37560,2050,3,higher_floor,1,Built-up Area,1,new_property,1,3,flat,Powai
11.5,46000,2500,4,higher_floor,1,Built-up Area,1,new_property,1,4,flat,Powai
9.5,22432,4235,4,middle_floor,1,Super Built-up Area,1,not_specify,0,5,flat,Powai
2.07,20700,1000,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Kanjurmarg 
4.23,53885,1220,3,higher_floor,1,Built-up Area,1,new_property,1,3,flat,Powai
3.2,24615,1300,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Mulund
3.2,24615,1300,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Mulund
3.2,24615,1300,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Mulund
3.2,24615,1300,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Mulund
5.25,45652,1150,3,Not Specified,0,Carpet Area,1,new_property,1,3,flat,Chembur 
3.2,28070,1140,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Bhandup 
1.88,24933,754,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Govind Nagar
1.15,27710,415,1,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Mulund
2.65,19850,1335,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Mulund
3.45,22969,1502,5,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Chembur
2.7,23076,1170,3,middle_floor,1,Carpet Area,1,not_specify,0,3,flat,Chembur
2.18,26424,825,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur
12.25,46666,2625,4,higher_floor,1,Super Built-up Area,1,new_property,1,4,flat,Powai
2.55,24285,1350,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Mulund
1.35,20769,650,1,higher_floor,1,Super Built-up Area,1,moderately_new,1,1,flat,Chandivali
1.42,37172,382,1,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Powai
1.8,27272,660,2,higher_floor,1,Carpet Area,1,moderately_new,1,2,flat,Powai
2.63,39548,665,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Powai
2.95,25652,1150,2,lower_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Powai
1.65,15714,1050,2,middle_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Powai
2.45,20940,1170,2,lower_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Powai
2.5,16129,1550,5,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur 
1.36,20923,650,1,middle_floor,1,Super Built-up Area,1,not_specify,0,1,flat,Powai
5.85,34011,1720,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Powai
2.5,18518,1350,3,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Ghatkopar 
1.55,18235,850,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Ghatkopar 
2.96,26217,1129,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Ambedkar Nagar
2.1,21000,1000,2,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Chembur
2.12,24228,875,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Mulund
9,45000,2775,3,higher_floor,1,Super Built-up Area,1,not_specify,0,4,flat,Powai
7.6,44705,1700,3,higher_floor,1,Built-up Area,1,not_specify,0,3,flat,Powai
2.89,22437,1288,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Sindhi Society Chembur
2.6,25742,1010,3,higher_floor,1,Carpet Area,1,moderately_new,1,3,flat,Ganesh Nagar
3.31,36135,916,2,lower_floor,1,Carpet Area,1,new_property,1,2,flat,Ghatkopar 
1.4,23333,600,1,higher_floor,1,Super Built-up Area,1,new_property,1,1,flat,Powai
6.35,30166,2105,4,higher_floor,1,Super Built-up Area,1,new_property,1,4,flat,Powai
2.25,33536,670,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Nahar Amrit Shakti
3.13,42701,733,2,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Chembur
6.74,49962,1349,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Chembur
1.7,24926,682,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
1.75,28363,617,2,middle_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Ghatkopar 
1.8,30201,700,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Chembur
1.68,16470,1020,2,middle_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Powai
3.2,19393,1650,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Bhandup 
7.75,42817,2534,3,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Powai
5.75,42592,1595,3,higher_floor,1,Not Specified,0,not_specify,0,3,flat,Powai
2.95,19666,1500,5,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Bhandup 
2.35,31333,750,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Pant Nagar
2.5,36764,680,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Chandivali
11,22000,5000,4,middle_floor,1,Super Built-up Area,1,not_specify,0,5,flat,Powai
4.1,30370,1350,5,middle_floor,1,Built-up Area,1,moderately_new,1,3,flat,Raheja Vihar
1.65,26442,624,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Mulund
2.4,20869,1150,2,middle_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Mulund
3,20000,1500,3,lower_floor,1,Super Built-up Area,1,moderately_new,1,3,flat,Mulund
5.6,35242,1589,5,higher_floor,1,Carpet Area,1,new_property,1,4,flat,Deonar
2.7,40298,670,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur
1.12,26352,425,1,lower_floor,1,Carpet Area,1,moderately_new,1,1,flat,Chembur
2.75,34722,792,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Deonar
1.3,32338,402,1,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur
3.6,37383,963,3,middle_floor,1,Carpet Area,1,new_property,1,3,flat,Deonar
3.1,30602,1200,3,lower_floor,1,Super Built-up Area,1,new_property,1,3,flat,Ghatkopar 
2.16,27169,795,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Kanjurmarg 
3.75,40628,1249,3,higher_floor,1,Not Specified,0,not_specify,0,3,flat,Kanjurmarg 
5.7,31843,1790,3,lower_floor,1,Super Built-up Area,1,new_property,1,3,flat,Panchkutir Ganesh Nagar
2.45,33561,730,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Deonar
2.4,37223,644,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Powai
3.52,42307,832,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Powai
3.95,50636,780,3,lower_floor,1,Carpet Area,1,new_property,1,3,flat,Powai
2.02,15408,1311,2,lower_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Mulund
3.05,14252,2140,3,lower_floor,1,Super Built-up Area,1,new_property,1,3,flat,Mulund
3.12,13866,2250,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Mulund
2.1,14685,1430,2,middle_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Mulund
5.5,32352,1700,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Powai
4.8,38400,1250,3,higher_floor,1,Carpet Area,1,moderately_new,1,3,flat,Powai
1.8,27231,661,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Kanjurmarg west
5.8,44615,1300,3,middle_floor,1,Super Built-up Area,1,moderately_new,1,3,flat,Powai
2.2,35772,615,2,lower_floor,1,Carpet Area,1,moderately_new,1,2,flat,Chandivali
2.05,19523,1050,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
1.99,24460,1100,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
3.05,33516,910,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur
2.4,20869,1150,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Ghatkopar 
4.6,32857,1400,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Powai
3.4,37037,1100,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Sindhi Society Chembur
3.35,37725,1100,3,Not Specified,0,Super Built-up Area,1,not_specify,0,3,flat,Sindhi Society Chembur
1.98,26756,740,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur
1.34,29613,600,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kurla 
1.03,22888,450,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kurla 
0.99,17999,550,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kurla 
0.87,14032,620,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kurla 
1,13793,725,1,Not Specified,0,Not Specified,0,not_specify,0,1,flat,Chembur
1.95,20526,950,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kurla 
3.2,27350,1170,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Tilak nagar
4.1,20500,2000,3,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Mulund
2.45,28994,845,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Tilak nagar
5.4,19320,2795,4,Not Specified,0,Not Specified,0,not_specify,0,4,flat,Union Park
1.7,26984,630,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Vikhroli 
2.25,22500,1000,2,middle_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chembur
1.05,17500,600,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kurla
3.1,28284,1096,3,higher_floor,1,Carpet Area,1,moderately_new,1,3,flat,Mulund
2.8,28600,979,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Ghatkopar 
1.1,13924,790,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur
1.9,30224,628,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Vikhroli 
1.65,26400,625,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Ghatkopar 
2.85,38000,750,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Chandivali
1.95,19500,1000,2,middle_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Vikhroli 
2.5,20833,1200,2,lower_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Chembur 
2.4,40747,589,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Powai
3.95,40101,985,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Powai
1.33,19850,670,1,lower_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Powai
2.55,23898,1067,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Chandivali
5.5,29380,1872,3,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
6.3,33653,1872,3,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Ghatkopar 
2.4,22492,1067,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Chandivali
8.45,26406,3200,4,middle_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Ghatkopar 
3.45,31363,1100,3,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Chembur
5.21,28315,1840,3,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Chembur
3.62,29623,1222,2,middle_floor,1,Super Built-up Area,1,new_property,1,2,flat,Powai
2.1,28688,732,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Mulund
1.8,17142,1050,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Ghatkopar 
1.82,17333,1050,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Ghatkopar 
4.1,45657,898,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Vikhroli 
2.15,31617,680,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Nahar Amrit Shakti
1.74,25777,675,2,middle_floor,1,Carpet Area,1,moderately_new,1,2,flat,Mulund
4.22,27491,2225,3,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Mulund
0.92,21647,425,1,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,New Rajaram Wadi
2.6,24761,1050,2,higher_floor,1,Carpet Area,1,moderately_new,1,2,flat,Mulund
1.34,23633,1024,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Mulund
1.4,32183,640,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Mulund
2.25,30612,850,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Mulund
1.75,26475,661,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Kanjurmarg west
0.6,24000,250,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Nahur 
3.95,50836,777,2,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Powai
2.1,31770,661,2,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Kanjurmarg 
1.25,26595,660,1,middle_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Raheja Vihar
2.7,35667,757,2,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Chembur 
4.45,37936,1173,3,higher_floor,1,Carpet Area,1,not_specify,0,3,flat,Chembur
2.5,34013,735,2,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Sindhi Society Chembur
2.3,34023,676,2,middle_floor,1,Carpet Area,1,not_specify,0,2,flat,Sindhi Society Chembur
3.48,37179,936,3,lower_floor,1,Carpet Area,1,new_property,1,3,flat,Deonar
2.47,35285,700,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur 
2.4,26373,910,2,higher_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Powai
2.45,22897,1070,2,lower_floor,1,Super Built-up Area,1,moderately_new,1,2,flat,Powai
3.3,33000,1000,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Powai
2.1,27237,771,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Kanjurmarg west
2.7,22765,1186,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Chandivali
2.1,20000,1050,2,Not Specified,0,Not Specified,0,new_property,1,2,flat,Chembur 
2.3,33333,690,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Mulund
2.07,30087,688,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Mulund
4.25,27687,1535,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Mulund
2.15,31250,688,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Mulund
2.3,32857,700,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Mulund
2.1,26119,804,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Neelam Nagar
3.7,18974,1950,4,higher_floor,1,Super Built-up Area,1,not_specify,0,3,flat,Bhandup 
1.79,24930,718,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Siddharth Nagar
3.15,18862,1670,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Mulund
3.9,26000,1500,4,higher_floor,1,Carpet Area,1,not_specify,0,4,flat,Mulund
1.9,21111,900,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Subhash Nagar
2.59,20720,1250,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur 
12,43010,2790,4,higher_floor,1,Super Built-up Area,1,new_property,1,5,flat,Powai
2.8,22417,1249,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur 
2.25,29107,773,2,higher_floor,1,Carpet Area,1,moderately_new,1,2,flat,Vidyavihar 
2.58,32250,800,2,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Powai
1.23,20398,603,1,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Gangawadi
2.7,38571,700,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur 
2.65,28650,924,3,Not Specified,0,Not Specified,0,new_property,1,3,flat,Ghatkopar 
1.9,29230,650,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur 
1.85,28906,640,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Chembur
1.35,30000,450,1,Not Specified,0,Not Specified,0,not_specify,0,2,flat,RCF Colony Chembur
4.4,41666,1056,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Powai
3.8,37181,1022,3,Not Specified,0,Not Specified,0,not_specify,0,3,flat,Ghatkopar 
4.1,35652,1150,3,higher_floor,1,Super Built-up Area,1,new_property,1,3,flat,Powai
3.2,22377,1430,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Lok Milan Colony
5.35,33437,1600,3,lower_floor,1,Super Built-up Area,1,new_property,1,3,flat,Powai
1.45,27402,529,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Bhandup 
2.05,29202,1050,2,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Vikhroli 
3.95,21351,1850,3,Not Specified,0,Super Built-up Area,1,not_specify,0,2,flat,Chandivali
2.25,26470,850,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Jaydev Singh Nagar
1.07,26571,402,1,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Bhandup 
2.25,26785,840,3,Not Specified,0,Carpet Area,1,not_specify,0,3,flat,Jaydev Singh Nagar
2.3,18400,1250,2,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Chandivali
2.8,28000,1000,3,middle_floor,1,Carpet Area,1,new_property,1,3,flat,Chembur 
2.15,36379,591,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Garodia Nagar
2.15,22142,971,2,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Chandivali
1.4,22988,609,1,higher_floor,1,Super Built-up Area,1,new_property,1,2,flat,Chandivali
1.8,32200,559,1,higher_floor,1,Built-up Area,1,new_property,1,1,flat,Powai
1.7,18378,925,2,middle_floor,1,Built-up Area,1,new_property,1,2,flat,Chembur
1.2,16551,725,1,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Chembur
1.13,17384,650,1,middle_floor,1,Built-up Area,1,new_property,1,2,flat,Chembur 
1.8,28037,642,2,middle_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur 
1.1,15406,714,1,higher_floor,1,Super Built-up Area,1,not_specify,0,2,flat,Chembur 
1.12,20664,542,1,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Chembur 
1.85,26466,699,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Chembur 
1.65,18750,880,2,middle_floor,1,Built-up Area,1,new_property,1,2,flat,Chembur 
1.69,26406,925,2,higher_floor,1,Built-up Area,1,new_property,1,2,flat,Chembur
4,33333,1200,4,Not Specified,0,Carpet Area,1,not_specify,0,4,flat,Mulund
5.9,32275,1828,4,lower_floor,1,Carpet Area,1,moderately_new,1,4,flat,Mulund
3.5,31362,1116,3,higher_floor,1,Carpet Area,1,new_property,1,3,flat,Mulund
2,29629,675,2,Not Specified,0,Carpet Area,1,not_specify,0,2,flat,Mulund
1.85,29742,622,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Mulund
2.25,28409,792,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Mulund
1.75,18918,925,2,middle_floor,1,Built-up Area,1,not_specify,0,2,flat,Chembur
1.88,29984,627,2,lower_floor,1,Carpet Area,1,not_specify,0,2,flat,Mulund
1.65,24264,680,2,higher_floor,1,Carpet Area,1,not_specify,0,2,flat,Chembur
1.78,27010,659,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Chembur
2.05,29710,690,2,higher_floor,1,Carpet Area,1,new_property,1,2,flat,Sambhaji Nagar
1.55,20666,750,2,Not Specified,0,Not Specified,0,not_specify,0,2,flat,Kurla 
